Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Higher_Education,Year_of_Hire,Date_of_termination,Status_of_leaving,Mode_of_work,Leaves,Absenteeism,Work_accident,Source_of_Hire,Job_mode
28,no,Travel_Rarely,Sales,10,Male,3,1,SRep,2,Married,1052,1,no,22,4,0,1,5,1,0,0,Post-Graduation,2020,,Work Environment,WFH,0,0,yes,Job Event,Contract
43,no,Travel_Rarely,Sales,25,Male,2,3,SE,4,Divorced,10798,5,no,13,3,1,18,5,1,0,0,Post-Graduation,2020,,Work Accident,OFFICE,4,2,no,Walk-in,Part Time
21,yes,Travel_Rarely,Research & Development,10,Female,2,1,LT,1,Single,1416,1,no,13,3,0,1,6,1,1,0,12th,2020,,Work Environment,OFFICE,1,1,yes,Recruiter,Contract
37,no,Travel_Rarely,Sales,10,Female,2,2,SE,4,Divorced,6694,2,yes,14,3,3,8,5,1,0,0,Post-Graduation,2020,,Salary,WFH,3,2,yes,Recruiter,Part Time
26,yes,Travel_Rarely,Research & Development,21,Male,3,1,LT,3,Divorced,2377,1,no,20,4,1,1,0,1,0,0,12th,2020,,Work Environment,OFFICE,0,0,no,Walk-in,FullTime
28,yes,Travel_Frequently,Research & Development,1,Male,2,1,LT,2,Divorced,2596,1,no,15,3,2,1,2,1,0,0,PHD,2020,,Work Environment,WFH,0,2,no,Recruiter,Contract
38,no,Travel_Rarely,Sales,2,Male,3,3,SE,2,Single,7351,7,no,16,3,0,10,2,1,0,0,12th,2020,,Salary,WFH,3,0,no,Recruiter,Part Time
42,no,Travel_Rarely,Research & Development,29,Male,1,2,LT,4,Single,4272,4,no,19,3,0,16,3,1,0,0,Post-Graduation,2020,,Work Environment,WFH,0,1,no,Walk-in,FullTime
41,no,Travel_Rarely,Research & Development,12,Male,3,1,LT,4,Married,4766,3,yes,11,3,1,6,4,1,0,0,12th,2020,,Better Opportunity,OFFICE,1,0,no,Recruiter,FullTime
28,yes,Travel_Rarely,Research & Development,12,Female,3,1,LT,4,Married,2515,1,yes,11,3,0,1,4,1,0,0,Post-Graduation,2020,,Work Environment,OFFICE,4,1,yes,Job Portal,FullTime
40,no,Travel_Frequently,Research & Development,26,Female,2,2,RS,4,Married,4422,3,yes,13,3,1,16,3,1,0,0,Graduation,2020,,Salary,WFH,5,3,no,Recruiter,Part Time
32,no,Non-Travel,Sales,2,Female,3,1,SRep,1,Divorced,2827,1,no,12,3,3,1,3,1,0,0,Post-Graduation,2020,,Dept.Head,OFFICE,4,0,no,Job Portal,FullTime
19,no,Travel_Rarely,Research & Development,9,Male,3,1,RS,1,Single,2552,1,no,25,4,0,1,4,1,0,0,Post-Graduation,2020,,Work Environment,WFH,5,1,yes,Walk-in,Contract
41,yes,Non-Travel,Research & Development,5,Male,2,1,RS,1,Divorced,2107,6,no,17,3,1,5,2,1,0,0,12th,2020,,Work Accident,WFH,0,3,yes,Job Portal,Contract
24,yes,Travel_Rarely,Research & Development,17,Female,3,1,LT,2,Married,2210,1,no,13,3,1,1,3,1,0,0,Post-Graduation,2020,,Work Environment,OFFICE,5,3,no,Walk-in,FullTime
42,no,Travel_Frequently,Research & Development,26,Female,3,3,RD,1,Married,13191,3,yes,17,3,0,20,6,1,0,0,Graduation,2020,,Better Opportunity,OFFICE,1,3,no,Recruiter,Part Time
19,yes,Non-Travel,Research & Development,10,Female,2,1,RS,2,Single,1859,1,yes,25,4,0,1,2,1,0,0,Graduation,2020,,Work Accident,OFFICE,1,1,yes,Walk-in,Part Time
49,no,Travel_Rarely,Research & Development,4,Male,2,5,Mngr,3,Married,18711,2,no,13,3,1,23,2,1,0,0,Post-Graduation,2020,,Salary,OFFICE,4,1,no,Recruiter,Contract
48,no,Travel_Rarely,Research & Development,2,Male,4,1,LT,2,Single,2559,5,no,11,3,0,7,4,1,0,0,Graduation,2020,,Work Environment,OFFICE,3,0,no,Recruiter,Part Time
48,no,Travel_Rarely,Research & Development,1,Male,2,5,RD,4,Single,18265,6,no,12,3,0,25,3,1,0,0,Graduation,2020,,Work Environment,WFH,5,0,yes,Walk-in,Part Time
34,no,Travel_Rarely,Research & Development,20,Female,4,1,RS,3,Married,2585,0,no,17,3,0,2,5,1,0,0,12th,2020,,Dept.Head,WFH,5,2,yes,Recruiter,FullTime
19,no,Travel_Rarely,Research & Development,25,Female,4,1,RS,4,Single,2994,1,yes,12,3,0,1,2,1,0,1,Post-Graduation,2020,,Work Environment,WFH,3,0,no,Walk-in,Contract
23,no,Travel_Rarely,Research & Development,1,Male,3,1,RS,3,Married,1223,1,no,22,4,1,1,2,1,0,1,Graduation,2020,,Better Opportunity,OFFICE,2,1,yes,Job Event,FullTime
25,yes,Travel_Frequently,Sales,24,Male,1,1,SRep,4,Single,1118,1,yes,14,3,0,1,4,1,1,0,PHD,2020,,Better Opportunity,OFFICE,0,1,no,Walk-in,FullTime
42,no,Travel_Rarely,Research & Development,7,Female,4,2,RS,2,Married,2372,6,yes,16,3,0,18,2,1,0,0,12th,2020,,Work Accident,WFH,5,3,yes,Walk-in,FullTime
27,no,Travel_Rarely,Sales,11,Female,4,1,SRep,4,Married,2534,8,no,14,3,1,5,4,1,0,0,Post-Graduation,2020,,Work Accident,OFFICE,2,1,yes,Job Portal,Contract
31,yes,Travel_Frequently,Sales,2,Female,2,1,SRep,4,Single,2785,7,no,14,3,0,3,3,1,0,0,12th,2020,,Dept.Head,WFH,1,1,no,Recruiter,Contract
31,yes,Travel_Frequently,Sales,1,Female,1,1,SRep,3,Single,1359,1,no,12,3,0,1,3,1,0,0,Graduation,2020,,Dept.Head,WFH,0,1,yes,Recruiter,Part Time
31,yes,Travel_Rarely,Research & Development,8,Female,2,1,RS,2,Single,1261,1,no,12,3,0,1,3,1,0,0,Graduation,2020,,Salary,WFH,5,2,yes,Job Portal,Contract
39,yes,Non-Travel,Research & Development,2,Female,2,1,LT,1,Single,3646,2,yes,23,4,0,11,2,1,0,0,PHD,2020,,Work Accident,WFH,4,3,yes,Walk-in,Contract
44,no,Travel_Frequently,Sales,1,Female,3,2,SE,3,Married,4768,7,no,12,3,1,11,4,1,0,0,Graduation,2020,,Work Accident,OFFICE,0,2,no,Job Portal,Contract
30,no,Non-Travel,Research & Development,7,Male,3,1,RS,3,Divorced,1274,1,no,13,3,2,1,2,1,0,0,Post-Graduation,2020,,Better Opportunity,WFH,4,1,no,Recruiter,Contract
35,no,Travel_Rarely,Sales,7,Male,3,1,SRep,3,Married,2404,1,no,13,3,1,1,3,1,0,0,PHD,2020,,Dept.Head,OFFICE,4,3,yes,Job Event,Contract
24,no,Non-Travel,Sales,13,Female,3,1,SRep,2,Married,2033,1,no,13,3,1,1,2,1,0,0,PHD,2020,,Dept.Head,OFFICE,4,1,yes,Recruiter,FullTime
28,no,Travel_Rarely,Research & Development,1,Male,2,1,RS,3,Divorced,1563,1,no,14,3,1,1,2,1,0,0,12th,2020,,Better Opportunity,OFFICE,4,3,no,Job Portal,Contract
42,no,Travel_Rarely,Research & Development,2,Male,2,1,LT,2,Married,4841,4,no,14,3,1,4,3,1,0,0,Post-Graduation,2020,,Work Accident,WFH,5,1,yes,Walk-in,Contract
24,no,Travel_Rarely,Research & Development,21,Male,2,1,LT,1,Divorced,2296,0,no,14,3,3,2,3,1,0,0,Post-Graduation,2020,,Better Opportunity,WFH,4,3,no,Job Event,FullTime
29,no,Travel_Rarely,Research & Development,9,Male,4,1,RS,3,Married,2451,6,no,18,3,2,5,2,1,0,0,Graduation,2020,,Work Environment,OFFICE,3,1,yes,Job Portal,Contract
35,yes,Travel_Rarely,Research & Development,2,Female,3,1,LT,1,Divorced,2074,1,yes,12,3,1,1,2,1,0,0,PHD,2020,,Work Environment,OFFICE,3,3,no,Job Portal,FullTime
34,no,Travel_Rarely,Research & Development,7,Male,3,1,RS,4,Single,2972,1,no,13,3,0,1,4,1,0,0,Post-Graduation,2020,,Salary,OFFICE,2,0,no,Job Portal,FullTime
26,no,Travel_Rarely,Research & Development,3,Female,3,1,RS,4,Married,2061,1,no,21,4,0,1,5,1,0,0,Graduation,2020,,Better Opportunity,WFH,2,2,no,Walk-in,Contract
36,no,Travel_Rarely,Sales,1,Female,3,2,SE,3,Single,6815,6,no,13,3,0,15,5,1,0,0,Post-Graduation,2020,,Better Opportunity,WFH,5,0,no,Walk-in,Part Time
50,no,Travel_Rarely,Sales,9,Male,3,5,Mngr,3,Married,19331,4,yes,16,3,1,27,2,1,0,0,PHD,2020,,Salary,OFFICE,4,1,yes,Recruiter,FullTime
42,no,Travel_Rarely,Research & Development,9,Male,2,5,Mngr,4,Single,19613,8,no,22,4,0,24,2,1,0,1,12th,2020,,Better Opportunity,OFFICE,1,1,yes,Job Event,Contract
35,no,Travel_Rarely,Research & Development,7,Male,2,1,LT,4,Married,2690,1,no,18,3,1,1,5,1,0,1,12th,2020,,Work Accident,WFH,1,0,no,Recruiter,Contract
28,yes,Travel_Rarely,Research & Development,24,Male,3,1,LT,2,Married,2408,1,yes,17,3,3,1,3,1,0,0,12th,2020,,Dept.Head,WFH,1,1,yes,Recruiter,FullTime
32,yes,Travel_Rarely,Research & Development,2,Male,3,1,LT,2,Single,1393,1,no,12,3,0,1,2,1,0,0,Graduation,2020,,Salary,OFFICE,4,0,yes,Walk-in,FullTime
60,no,Travel_Rarely,Research & Development,1,Male,1,3,HCR,4,Divorced,10883,3,no,20,4,1,19,2,1,0,0,12th,2020,,Salary,OFFICE,1,1,no,Recruiter,Contract
24,yes,Travel_Rarely,Human Resources,22,Male,1,1,HR,3,Married,1555,1,no,11,3,1,1,2,1,0,0,PHD,2020,,Better Opportunity,OFFICE,1,2,no,Walk-in,FullTime
40,no,Travel_Rarely,Research & Development,8,Female,3,2,MD,1,Married,6516,2,yes,16,3,1,18,3,1,0,0,Post-Graduation,2020,,Dept.Head,OFFICE,0,1,yes,Recruiter,Contract
47,no,Non-Travel,Sales,2,Male,3,2,SE,2,Married,4978,7,no,11,3,1,4,3,1,0,0,12th,2020,,Dept.Head,OFFICE,0,0,no,Job Portal,Part Time
31,yes,Travel_Rarely,Sales,16,Male,3,3,SE,3,Married,8161,2,no,13,3,3,10,2,1,0,0,Post-Graduation,2020,,Work Accident,OFFICE,4,3,yes,Job Event,Part Time
29,no,Travel_Rarely,Research & Development,4,Female,2,1,RS,1,Divorced,2109,1,no,13,3,1,1,2,1,0,0,Graduation,2020,,Work Environment,OFFICE,3,3,no,Walk-in,FullTime
38,no,Travel_Rarely,Research & Development,18,Male,1,2,HCR,4,Married,5811,3,yes,16,3,1,15,2,1,1,0,Post-Graduation,2020,,Work Accident,WFH,2,1,yes,Job Event,Part Time
43,yes,Travel_Frequently,Research & Development,17,Male,2,1,RS,3,Married,2437,9,yes,16,3,1,6,4,1,0,0,PHD,2020,,Dept.Head,OFFICE,3,1,no,Walk-in,Contract
55,no,Travel_Rarely,Research & Development,2,Male,2,5,RD,1,Married,19038,8,no,12,3,3,34,2,1,0,0,PHD,2020,,Better Opportunity,WFH,4,1,yes,Recruiter,Contract
21,yes,Travel_Rarely,Sales,7,Male,3,1,SRep,2,Single,2679,1,no,13,3,0,1,3,1,1,0,PHD,2020,,Work Accident,WFH,5,2,yes,Job Event,Part Time
22,yes,Travel_Rarely,Research & Development,8,Female,3,1,LT,1,Married,2398,1,yes,17,3,0,1,6,1,0,0,12th,2020,,Salary,WFH,5,3,yes,Job Event,FullTime
31,yes,Travel_Rarely,Human Resources,18,Male,4,1,HR,1,Married,2956,0,no,17,3,0,2,4,1,0,0,Post-Graduation,2020,,Work Accident,WFH,4,1,yes,Walk-in,Contract
36,no,Travel_Rarely,Research & Development,2,Female,3,2,RS,2,Married,6962,4,yes,22,4,1,15,2,1,0,0,Graduation,2020,,Work Environment,WFH,4,0,yes,Recruiter,Part Time
29,no,Travel_Rarely,Human Resources,6,Male,2,1,HR,2,Married,2804,1,no,11,3,0,1,3,1,0,0,Post-Graduation,2020,,Dept.Head,WFH,1,3,yes,Job Portal,Part Time
29,yes,Travel_Frequently,Research & Development,24,Male,2,1,RS,4,Single,2439,1,yes,24,4,0,1,3,1,1,0,Graduation,2020,,Salary,OFFICE,3,1,yes,Job Portal,Part Time
28,no,Travel_Rarely,Sales,3,Female,3,1,SRep,2,Married,2856,1,no,19,3,1,1,3,1,0,0,12th,2020,,Better Opportunity,OFFICE,3,2,yes,Job Event,Contract
30,yes,Travel_Rarely,Sales,9,Male,3,1,SRep,4,Single,1081,1,no,13,3,0,1,3,1,0,0,Post-Graduation,2020,,Better Opportunity,WFH,0,0,no,Job Event,FullTime
22,yes,Travel_Rarely,Research & Development,7,Male,3,1,RS,2,Single,2472,1,yes,23,4,0,1,2,1,0,0,Post-Graduation,2020,,Work Environment,OFFICE,0,1,no,Job Portal,FullTime
26,no,Travel_Rarely,Research & Development,1,Female,2,1,RS,3,Married,2933,1,yes,13,3,1,1,3,1,1,0,PHD,2020,,Salary,OFFICE,1,0,yes,Job Portal,Part Time
29,yes,Travel_Frequently,Sales,24,Male,4,1,SRep,1,Single,1091,1,no,17,3,0,1,3,1,0,0,Post-Graduation,2020,,Dept.Head,WFH,5,0,no,Job Portal,Part Time
58,no,Travel_Rarely,Sales,21,Female,3,4,Mngr,4,Married,17875,4,yes,13,3,1,29,2,1,0,0,12th,2020,,Salary,WFH,2,1,no,Recruiter,Part Time
27,yes,Travel_Frequently,Human Resources,22,Female,2,1,HR,2,Married,2863,1,no,12,3,0,1,2,1,0,0,PHD,2020,,Salary,OFFICE,3,3,no,Recruiter,Part Time
38,no,Travel_Rarely,Sales,1,Male,2,1,SRep,1,Single,2858,4,no,14,3,0,20,3,1,0,0,Post-Graduation,2020,,Work Environment,WFH,3,1,no,Job Portal,FullTime
32,no,Travel_Rarely,Research & Development,5,Male,2,2,MD,4,Single,9679,8,no,24,4,0,8,1,1,0,0,12th,2020,,Better Opportunity,WFH,3,2,no,Job Portal,Contract
31,no,Travel_Rarely,Research & Development,2,Female,1,1,LT,4,Divorced,1129,1,yes,11,3,3,1,4,1,0,0,PHD,2020,,Dept.Head,OFFICE,4,3,no,Recruiter,Contract
33,no,Non-Travel,Research & Development,1,Male,2,1,LT,3,Divorced,2008,1,no,12,3,3,1,2,1,0,0,PHD,2020,,Better Opportunity,WFH,0,1,yes,Walk-in,Contract
40,no,Travel_Rarely,Research & Development,1,Male,3,1,LT,4,Married,2406,8,no,19,3,2,8,3,1,0,0,Post-Graduation,2020,,Salary,WFH,1,2,yes,Recruiter,FullTime
23,yes,Travel_Frequently,Sales,9,Male,3,1,SRep,1,Married,1790,1,no,19,3,1,1,3,1,1,0,Post-Graduation,2020,,Work Accident,OFFICE,2,3,no,Job Event,FullTime
27,no,Travel_Rarely,Research & Development,2,Male,3,1,LT,2,Married,3468,9,no,12,3,1,6,3,2,2,2,Graduation,2019,,Dept.Head,WFH,0,2,yes,Job Portal,Contract
34,no,Travel_Rarely,Research & Development,19,Male,3,1,LT,4,Divorced,2661,0,no,11,3,1,3,2,2,1,2,PHD,2019,,Work Environment,OFFICE,2,2,yes,Job Event,FullTime
46,no,Travel_Rarely,Sales,2,Female,3,5,Mngr,1,Single,18947,3,no,12,3,0,22,2,2,2,1,Post-Graduation,2019,,Work Accident,WFH,2,2,no,Recruiter,Part Time
24,yes,Travel_Rarely,Research & Development,1,Male,3,1,RS,4,Married,2293,2,yes,16,3,1,6,2,2,2,0,Graduation,2019,,Work Environment,WFH,1,3,yes,Job Event,Part Time
35,no,Travel_Rarely,Sales,2,Female,3,1,SRep,4,Married,2014,1,no,13,3,0,2,3,2,2,2,12th,2019,,Salary,OFFICE,1,1,no,Job Event,FullTime
28,yes,Travel_Rarely,Research & Development,5,Male,3,1,LT,3,Single,3441,1,yes,13,3,0,2,3,2,2,2,PHD,2019,,Salary,OFFICE,2,2,yes,Job Event,Contract
26,no,Travel_Rarely,Sales,23,Female,2,2,SE,4,Married,4157,7,yes,19,3,1,5,2,2,0,0,Post-Graduation,2019,,Work Accident,WFH,4,3,yes,Recruiter,FullTime
35,no,Travel_Rarely,Research & Development,23,Female,3,1,LT,1,Married,4014,3,yes,15,3,1,4,3,2,2,2,PHD,2019,,Work Environment,WFH,3,0,no,Job Portal,Part Time
25,no,Travel_Rarely,Research & Development,7,Male,2,1,RS,4,Married,2889,1,no,11,3,2,2,2,2,2,1,12th,2019,,Dept.Head,WFH,4,0,no,Job Portal,Contract
22,no,Travel_Rarely,Research & Development,2,Male,3,1,LT,4,Married,2523,0,no,14,3,1,3,2,2,2,1,Graduation,2019,,Dept.Head,OFFICE,4,0,yes,Walk-in,FullTime
50,no,Travel_Frequently,Sales,12,Female,3,3,SE,4,Single,9208,4,no,11,3,0,16,3,2,2,1,12th,2019,,Salary,OFFICE,5,0,no,Job Portal,Contract
31,yes,Travel_Rarely,Sales,20,Female,1,2,SE,3,Married,4559,3,yes,11,3,1,4,2,2,2,2,Graduation,2019,,Salary,OFFICE,0,3,no,Walk-in,Part Time
25,no,Travel_Rarely,Sales,28,Male,2,2,SE,3,Married,8639,2,no,18,3,0,6,3,2,2,2,Post-Graduation,2019,,Work Environment,OFFICE,1,2,yes,Job Portal,Contract
22,no,Travel_Rarely,Research & Development,19,Male,3,1,RS,4,Married,2323,1,no,24,4,2,2,6,2,2,2,12th,2019,,Work Environment,WFH,5,0,yes,Walk-in,Part Time
27,no,Non-Travel,Research & Development,9,Male,3,1,RS,2,Divorced,2024,6,no,18,3,1,6,1,2,2,2,Post-Graduation,2019,,Dept.Head,OFFICE,4,1,no,Job Portal,Contract
56,no,Travel_Rarely,Research & Development,8,Female,3,1,RS,1,Divorced,4257,4,yes,18,3,1,19,3,2,2,2,Graduation,2019,,Dept.Head,OFFICE,1,1,no,Recruiter,Part Time
38,no,Travel_Rarely,Research & Development,9,Female,3,1,LT,4,Single,2288,1,no,12,3,0,2,3,2,2,1,Post-Graduation,2019,,Work Environment,WFH,5,1,yes,Recruiter,FullTime
27,no,Travel_Frequently,Research & Development,1,Male,2,2,MD,1,Married,4298,5,no,19,3,1,6,1,2,2,0,Post-Graduation,2019,,Work Accident,WFH,4,3,yes,Walk-in,Contract
52,no,Travel_Rarely,Research & Development,2,Female,2,1,LT,4,Single,3212,7,no,15,3,0,6,3,2,2,2,Post-Graduation,2019,,Dept.Head,WFH,2,3,yes,Job Portal,Contract
59,no,Travel_Rarely,Human Resources,6,Male,3,1,HR,3,Married,2267,8,no,17,3,0,7,2,2,2,2,12th,2019,,Work Accident,OFFICE,2,3,yes,Walk-in,Contract
31,no,Travel_Frequently,Research & Development,3,Male,3,3,RD,3,Divorced,13675,9,no,12,3,1,9,3,2,2,2,12th,2019,,Dept.Head,WFH,1,3,no,Job Portal,Contract
33,no,Travel_Rarely,Research & Development,5,Female,2,1,RS,4,Married,2911,1,no,13,3,1,2,2,2,0,2,Post-Graduation,2019,,Better Opportunity,WFH,4,2,yes,Recruiter,Part Time
38,no,Travel_Rarely,Research & Development,23,Male,3,2,HCR,4,Divorced,5745,9,no,14,3,1,10,2,2,1,2,12th,2019,,Better Opportunity,OFFICE,5,2,yes,Walk-in,FullTime
31,no,Travel_Frequently,Sales,5,Female,3,1,SRep,2,Divorced,2789,1,no,11,3,1,2,5,2,2,2,12th,2019,,Work Accident,WFH,0,2,no,Recruiter,FullTime
31,no,Travel_Rarely,Human Resources,2,Male,2,2,HR,1,Married,6410,3,no,12,3,0,9,1,2,1,0,Graduation,2019,,Salary,OFFICE,1,1,yes,Job Portal,Contract
31,no,Travel_Rarely,Research & Development,2,Male,3,1,RS,4,Divorced,2695,0,yes,18,3,1,3,2,2,2,2,Graduation,2019,,Better Opportunity,WFH,2,3,yes,Job Event,Part Time
30,no,Non-Travel,Sales,25,Female,3,2,SE,3,Married,4736,7,yes,12,3,1,4,2,2,2,2,Post-Graduation,2019,,Dept.Head,OFFICE,0,3,no,Walk-in,Part Time
31,no,Travel_Rarely,Research & Development,9,Male,2,1,RS,2,Single,2657,0,yes,16,3,0,3,5,2,2,2,Post-Graduation,2019,,Salary,WFH,5,2,yes,Recruiter,Part Time
36,no,Travel_Rarely,Research & Development,2,Female,3,1,RS,3,Married,2543,4,no,13,3,1,6,3,2,2,2,Post-Graduation,2019,,Better Opportunity,OFFICE,4,3,yes,Recruiter,Contract
22,no,Travel_Rarely,Research & Development,11,Female,3,1,RS,2,Married,2244,1,no,13,3,1,2,1,2,1,2,PHD,2019,,Salary,OFFICE,4,2,yes,Job Event,Contract
25,yes,Travel_Rarely,Research & Development,3,Male,3,1,LT,1,Married,4031,5,no,13,3,1,6,5,2,0,2,PHD,2019,,Work Accident,OFFICE,2,1,no,Recruiter,Contract
45,no,Travel_Rarely,Research & Development,10,Male,3,1,RS,4,Married,2654,3,no,21,4,2,8,3,2,0,2,Post-Graduation,2019,,Work Environment,WFH,2,2,yes,Walk-in,FullTime
34,yes,Travel_Frequently,Sales,6,Female,1,1,SRep,3,Divorced,2351,0,no,16,3,1,3,3,2,1,0,PHD,2019,,Work Accident,WFH,1,2,no,Recruiter,FullTime
29,yes,Travel_Rarely,Research & Development,25,Female,2,1,RS,2,Married,2546,5,no,16,3,0,6,2,2,1,1,Graduation,2019,,Dept.Head,WFH,4,3,yes,Job Portal,FullTime
42,no,Travel_Frequently,Research & Development,5,Male,3,1,LT,3,Married,2093,4,no,17,3,1,8,4,2,2,0,Post-Graduation,2019,,Work Environment,WFH,2,1,yes,Job Event,Contract
22,yes,Travel_Frequently,Research & Development,4,Male,2,1,LT,3,Single,3894,5,no,16,3,0,4,3,2,1,2,Post-Graduation,2019,,Dept.Head,OFFICE,2,1,no,Job Event,Contract
46,no,Travel_Frequently,Research & Development,18,Female,3,3,HCR,3,Married,10527,5,no,11,3,0,28,3,2,1,2,Post-Graduation,2019,,Better Opportunity,WFH,1,0,yes,Job Portal,Contract
24,no,Travel_Frequently,Sales,24,Male,3,1,SRep,4,Married,2400,0,no,13,3,2,3,3,2,2,1,PHD,2019,,Better Opportunity,OFFICE,2,3,no,Walk-in,FullTime
44,no,Travel_Rarely,Human Resources,1,Female,2,2,HR,3,Single,5985,4,no,11,3,0,10,1,2,0,2,12th,2019,,Work Environment,OFFICE,0,0,no,Job Event,Part Time
44,no,Travel_Rarely,Research & Development,3,Male,3,5,Mngr,4,Married,19513,4,yes,12,3,1,26,2,2,0,1,Post-Graduation,2019,,Work Environment,OFFICE,2,2,no,Recruiter,FullTime
22,no,Travel_Rarely,Research & Development,6,Male,3,1,RS,3,Married,2773,0,no,20,4,0,3,3,2,2,2,12th,2019,,Dept.Head,OFFICE,1,1,yes,Walk-in,FullTime
48,no,Travel_Rarely,Sales,2,Male,4,2,SE,2,Married,8120,3,no,12,3,0,12,3,2,2,2,Post-Graduation,2019,,Salary,OFFICE,4,1,no,Walk-in,Part Time
24,yes,Travel_Rarely,Sales,3,Female,3,2,SE,3,Single,4577,9,no,14,3,0,4,3,2,2,0,12th,2019,,Salary,OFFICE,3,0,no,Job Event,Contract
60,no,Travel_Rarely,Sales,16,Male,3,2,SE,1,Single,5405,8,no,14,3,0,10,1,2,2,2,PHD,2019,,Work Accident,WFH,1,1,yes,Job Portal,FullTime
50,no,Travel_Rarely,Sales,8,Male,3,1,SRep,2,Married,3875,7,no,15,3,1,4,2,2,2,2,Graduation,2019,,Work Environment,WFH,3,1,no,Job Portal,Part Time
42,yes,Travel_Frequently,Research & Development,19,Male,4,1,RS,3,Divorced,2759,6,yes,12,3,0,7,2,2,2,2,Post-Graduation,2019,,Work Environment,OFFICE,4,0,yes,Job Portal,FullTime
43,no,Travel_Frequently,Sales,15,Male,2,2,SE,4,Married,6804,3,no,18,3,1,7,5,2,2,2,12th,2019,,Salary,WFH,5,2,yes,Walk-in,FullTime
29,no,Travel_Rarely,Sales,10,Male,3,1,SRep,2,Divorced,2297,1,no,14,3,2,2,2,2,2,2,Graduation,2019,,Work Environment,WFH,5,2,no,Walk-in,FullTime
53,no,Travel_Rarely,Research & Development,6,Male,3,2,LT,4,Single,2450,2,no,17,3,0,19,4,2,2,2,PHD,2019,,Dept.Head,OFFICE,5,3,yes,Walk-in,FullTime
23,no,Travel_Rarely,Research & Development,10,Male,4,1,RS,3,Single,3505,1,no,18,3,0,2,3,2,0,2,Post-Graduation,2019,,Better Opportunity,OFFICE,2,0,no,Recruiter,Contract
26,no,Travel_Frequently,Research & Development,1,Female,1,1,LT,4,Divorced,4364,3,no,14,3,1,5,2,2,2,0,PHD,2019,,Dept.Head,WFH,5,2,yes,Job Portal,Contract
30,no,Travel_Rarely,Research & Development,1,Male,1,1,LT,3,Married,3833,3,no,21,4,2,7,2,2,0,2,12th,2019,,Work Environment,OFFICE,0,2,yes,Recruiter,FullTime
35,no,Travel_Rarely,Research & Development,1,Female,4,1,RS,3,Single,2506,3,no,13,3,0,7,0,2,2,2,PHD,2019,,Work Accident,OFFICE,3,3,yes,Recruiter,Part Time
28,yes,Travel_Rarely,Research & Development,2,Male,3,1,RS,3,Single,4382,6,no,17,3,0,5,3,2,2,1,PHD,2019,,Better Opportunity,WFH,0,2,no,Walk-in,Contract
22,no,Travel_Rarely,Research & Development,1,Male,2,2,MD,4,Married,4775,6,no,22,4,2,4,2,2,2,2,Graduation,2019,,Better Opportunity,OFFICE,3,2,yes,Job Portal,Contract
42,no,Travel_Frequently,Research & Development,2,Male,3,1,RS,4,Single,2515,5,yes,14,3,0,8,2,2,2,2,12th,2019,,Salary,WFH,1,3,no,Recruiter,Contract
38,no,Travel_Rarely,Sales,9,Male,2,1,SRep,2,Married,2899,0,no,19,3,1,3,3,2,1,2,Graduation,2019,,Work Accident,WFH,4,0,yes,Walk-in,Part Time
53,no,Travel_Rarely,Sales,8,Male,3,4,SE,4,Married,11836,5,no,14,3,1,28,3,2,2,2,Graduation,2019,,Work Environment,WFH,3,0,yes,Recruiter,FullTime
20,yes,Travel_Rarely,Sales,2,Female,2,1,SRep,3,Single,2044,1,no,13,3,0,2,3,2,0,2,12th,2019,,Salary,WFH,5,3,yes,Walk-in,FullTime
28,no,Travel_Rarely,Research & Development,9,Female,3,1,RS,3,Divorced,2377,5,no,18,3,1,6,2,2,2,2,Graduation,2019,,Dept.Head,WFH,1,0,no,Walk-in,FullTime
39,yes,Travel_Rarely,Research & Development,6,Male,3,1,LT,1,Married,2404,7,yes,21,4,0,8,2,2,2,2,Post-Graduation,2019,,Salary,WFH,0,3,yes,Walk-in,FullTime
27,no,Travel_Rarely,Research & Development,16,Female,3,1,LT,2,Married,2811,9,no,14,3,1,4,2,2,2,2,Graduation,2019,,Work Environment,WFH,5,2,yes,Job Portal,Part Time
38,no,Travel_Frequently,Research & Development,10,Male,3,1,RS,3,Married,2684,0,no,17,3,1,3,0,2,0,2,PHD,2019,,Salary,WFH,3,1,no,Job Portal,Part Time
48,no,Travel_Rarely,Research & Development,6,Male,2,2,HCR,3,Single,4240,2,no,13,3,0,19,0,2,2,2,12th,2019,,Salary,WFH,2,3,no,Walk-in,FullTime
41,no,Travel_Rarely,Research & Development,7,Female,3,2,MD,3,Single,5003,6,no,14,3,0,8,6,2,2,1,Graduation,2019,,Dept.Head,WFH,4,2,no,Job Event,Part Time
26,yes,Non-Travel,Sales,29,Male,1,2,SE,1,Single,4969,8,no,18,3,0,7,6,2,2,2,Graduation,2019,,Dept.Head,OFFICE,5,0,yes,Job Portal,Contract
33,no,Non-Travel,Sales,8,Female,2,1,SRep,4,Single,2342,0,no,19,3,0,3,2,2,2,2,Post-Graduation,2019,,Work Environment,OFFICE,5,3,yes,Recruiter,Part Time
